response_scenario,case,language,profile,request_index,stage,o200k_input_content,estimated_overhead,o200k_input,o200k_output,cl100k_input,cl100k_output
length_stress_120,1,en,long,49,unrecorded_lab,60,11,71,13,71,13
length_stress_120,1,en,long,50,scoring,7361,11,7372,248,7573,247
length_stress_120,1,en,long,51,lesson,6814,11,6825,961,6854,970
length_stress_120,2,fa,short,1,patient,1121,11,1132,122,2199,333
length_stress_120,2,fa,short,2,patient,1249,19,1268,129,2558,353
length_stress_120,2,fa,short,3,patient,1383,27,1410,120,2930,329
length_stress_120,2,fa,short,4,patient,1509,35,1544,120,3276,329
length_stress_120,2,fa,short,5,patient,1637,43,1680,126,3630,352
length_stress_120,2,fa,short,6,patient,1770,51,1821,128,4008,347
length_stress_120,2,fa,short,7,patient,1902,59,1961,129,4372,352
length_stress_120,2,fa,short,8,patient,1898,59,1957,122,4362,340
length_stress_120,2,fa,short,9,patient,1892,59,1951,125,4348,347
length_stress_120,2,fa,short,10,patient,1899,59,1958,125,4370,347
length_stress_120,2,fa,short,11,exam,1282,59,1341,38,3218,46
length_stress_120,2,fa,short,12,exam,1226,59,1285,45,2965,90
length_stress_120,2,fa,short,13,scoring,2998,11,3009,258,5781,464
length_stress_120,2,fa,short,14,lesson,2846,11,2857,1217,6022,2381
length_stress_120,2,fa,standard,1,patient,1121,11,1132,122,2199,333
length_stress_120,2,fa,standard,2,patient,1249,19,1268,129,2558,353
length_stress_120,2,fa,standard,3,patient,1383,27,1410,120,2930,329
length_stress_120,2,fa,standard,4,patient,1509,35,1544,120,3276,329
length_stress_120,2,fa,standard,5,patient,1637,43,1680,126,3630,352
length_stress_120,2,fa,standard,6,patient,1770,51,1821,128,4008,347
length_stress_120,2,fa,standard,7,patient,1902,59,1961,129,4372,352
length_stress_120,2,fa,standard,8,patient,1898,59,1957,122,4362,340
length_stress_120,2,fa,standard,9,patient,1892,59,1951,125,4348,347
length_stress_120,2,fa,standard,10,patient,1899,59,1958,125,4370,347
length_stress_120,2,fa,standard,11,patient,1906,59,1965,128,4404,355
length_stress_120,2,fa,standard,12,patient,1907,59,1966,128,4402,347
length_stress_120,2,fa,standard,13,patient,1906,59,1965,129,4396,352
length_stress_120,2,fa,standard,14,patient,1907,59,1966,129,4399,352
length_stress_120,2,fa,standard,15,patient,1916,59,1975,120,4412,319
length_stress_120,2,fa,standard,16,patient,1911,59,1970,120,4381,319
length_stress_120,2,fa,standard,17,patient,1907,59,1966,128,4357,347
length_stress_120,2,fa,standard,18,patient,1906,59,1965,129,4340,352
length_stress_120,2,fa,standard,19,patient,1905,59,1964,128,4348,347
length_stress_120,2,fa,standard,20,patient,1910,59,1969,120,4360,319
length_stress_120,2,fa,standard,21,exam,1280,59,1339,38,3154,46
length_stress_120,2,fa,standard,22,exam,1228,59,1287,45,2932,90
length_stress_120,2,fa,standard,23,exam,1117,59,1176,34,2635,69
length_stress_120,2,fa,standard,24,unrecorded_lab,92,11,103,24,219,55
length_stress_120,2,fa,standard,25,unrecorded_lab,91,11,102,24,219,55
length_stress_120,2,fa,standard,26,scoring,4476,11,4487,258,9552,464
length_stress_120,2,fa,standard,27,lesson,4299,11,4310,1217,9777,2381
length_stress_120,2,fa,long,1,patient,1121,11,1132,122,2199,333
length_stress_120,2,fa,long,2,patient,1249,19,1268,129,2558,353
length_stress_120,2,fa,long,3,patient,1383,27,1410,120,2930,329
length_stress_120,2,fa,long,4,patient,1509,35,1544,120,3276,329
length_stress_120,2,fa,long,5,patient,1637,43,1680,126,3630,352
length_stress_120,2,fa,long,6,patient,1770,51,1821,128,4008,347
length_stress_120,2,fa,long,7,patient,1902,59,1961,129,4372,352
length_stress_120,2,fa,long,8,patient,1898,59,1957,122,4362,340
length_stress_120,2,fa,long,9,patient,1892,59,1951,125,4348,347
length_stress_120,2,fa,long,10,patient,1899,59,1958,125,4370,347
length_stress_120,2,fa,long,11,patient,1906,59,1965,128,4404,355
length_stress_120,2,fa,long,12,patient,1907,59,1966,128,4402,347
length_stress_120,2,fa,long,13,patient,1906,59,1965,129,4396,352
length_stress_120,2,fa,long,14,patient,1907,59,1966,129,4399,352
length_stress_120,2,fa,long,15,patient,1916,59,1975,120,4412,319
length_stress_120,2,fa,long,16,patient,1911,59,1970,120,4381,319
length_stress_120,2,fa,long,17,patient,1907,59,1966,128,4357,347
length_stress_120,2,fa,long,18,patient,1906,59,1965,129,4340,352
length_stress_120,2,fa,long,19,patient,1905,59,1964,128,4348,347
length_stress_120,2,fa,long,20,patient,1910,59,1969,120,4360,319
length_stress_120,2,fa,long,21,patient,1903,59,1962,120,4330,319
length_stress_120,2,fa,long,22,patient,1902,59,1961,120,4332,319
length_stress_120,2,fa,long,23,patient,1903,59,1962,128,4335,347
length_stress_120,2,fa,long,24,patient,1905,59,1964,125,4342,347
length_stress_120,2,fa,long,25,patient,1903,59,1962,120,4342,319
length_stress_120,2,fa,long,26,patient,1899,59,1958,128,4322,355
length_stress_120,2,fa,long,27,patient,1900,59,1959,128,4342,347
length_stress_120,2,fa,long,28,patient,1908,59,1967,128,4370,347
length_stress_120,2,fa,long,29,patient,1913,59,1972,120,4392,319
length_stress_120,2,fa,long,30,patient,1904,59,1963,120,4361,319
length_stress_120,2,fa,long,31,patient,1899,59,1958,129,4330,352
length_stress_120,2,fa,long,32,patient,1910,59,1969,125,4365,347
length_stress_120,2,fa,long,33,patient,1909,59,1968,120,4354,319
length_stress_120,2,fa,long,34,patient,1905,59,1964,126,4330,352
length_stress_120,2,fa,long,35,patient,1904,59,1963,120,4340,319
length_stress_120,2,fa,long,36,patient,1910,59,1969,120,4352,319
length_stress_120,2,fa,long,37,patient,1917,59,1976,122,4367,340
length_stress_120,2,fa,long,38,patient,1916,59,1975,125,4361,347
length_stress_120,2,fa,long,39,patient,1918,59,1977,120,4365,319
length_stress_120,2,fa,long,40,patient,1916,59,1975,127,4361,347
length_stress_120,2,fa,long,41,exam,1292,59,1351,38,3178,46
length_stress_120,2,fa,long,42,exam,1242,59,1301,45,2955,90
length_stress_120,2,fa,long,43,exam,1126,59,1185,34,2645,69
length_stress_120,2,fa,long,44,exam,1058,59,1117,37,2411,80
length_stress_120,2,fa,long,45,exam,1404,43,1447,20,2958,39
length_stress_120,2,fa,long,46,unrecorded_lab,92,11,103,24,219,55
length_stress_120,2,fa,long,47,unrecorded_lab,91,11,102,24,219,55
length_stress_120,2,fa,long,48,unrecorded_lab,92,11,103,24,219,55
length_stress_120,2,fa,long,49,unrecorded_lab,92,11,103,24,219,55
length_stress_120,2,fa,long,50,scoring,7406,11,7417,258,17018,464
length_stress_120,2,fa,long,51,lesson,7173,11,7184,1217,17209,2381
length_stress_120,2,en,short,1,patient,721,11,732,126,824,127
length_stress_120,2,en,short,2,patient,853,19,872,123,965,123
length_stress_120,2,en,short,3,patient,981,27,1008,125,1101,126
length_stress_120,2,en,short,4,patient,1111,35,1146,125,1240,126
length_stress_120,2,en,short,5,patient,1243,43,1286,124,1381,124
length_stress_120,2,en,short,6,patient,1374,51,1425,120,1520,120
length_stress_120,2,en,short,7,patient,1499,59,1558,123,1653,123
length_stress_120,2,en,short,8,patient,1490,59,1549,120,1643,120
length_stress_120,2,en,short,9,patient,1486,59,1545,123,1639,122
length_stress_120,2,en,short,10,patient,1485,59,1544,123,1636,122
length_stress_120,2,en,short,11,exam,1100,59,1159,33,1160,34
length_stress_120,2,en,short,12,exam,1027,59,1086,27,1088,28
length_stress_120,2,en,short,13,scoring,2837,11,2848,204,2999,203
length_stress_120,2,en,short,14,lesson,2471,11,2482,767,2487,777
length_stress_120,2,en,standard,1,patient,721,11,732,126,824,127
length_stress_120,2,en,standard,2,patient,853,19,872,123,965,123
length_stress_120,2,en,standard,3,patient,981,27,1008,125,1101,126
length_stress_120,2,en,standard,4,patient,1111,35,1146,125,1240,126
length_stress_120,2,en,standard,5,patient,1243,43,1286,124,1381,124
length_stress_120,2,en,standard,6,patient,1374,51,1425,120,1520,120
length_stress_120,2,en,standard,7,patient,1499,59,1558,123,1653,123
length_stress_120,2,en,standard,8,patient,1490,59,1549,120,1643,120
length_stress_120,2,en,standard,9,patient,1486,59,1545,123,1639,122
length_stress_120,2,en,standard,10,patient,1485,59,1544,123,1636,122
length_stress_120,2,en,standard,11,patient,1483,59,1542,123,1632,123
length_stress_120,2,en,standard,12,patient,1479,59,1538,120,1628,120
length_stress_120,2,en,standard,13,patient,1480,59,1539,123,1629,123
length_stress_120,2,en,standard,14,patient,1480,59,1539,123,1629,123
length_stress_120,2,en,standard,15,patient,1481,59,1540,126,1630,127
length_stress_120,2,en,standard,16,patient,1485,59,1544,126,1636,127
length_stress_120,2,en,standard,17,patient,1487,59,1546,120,1640,120
length_stress_120,2,en,standard,18,patient,1484,59,1543,123,1637,123
length_stress_120,2,en,standard,19,patient,1487,59,1546,120,1640,120
length_stress_120,2,en,standard,20,patient,1482,59,1541,126,1635,127
length_stress_120,2,en,standard,21,exam,1102,59,1161,33,1167,34
length_stress_120,2,en,standard,22,exam,1028,59,1087,27,1093,28
length_stress_120,2,en,standard,23,exam,907,59,966,18,972,20
length_stress_120,2,en,standard,24,unrecorded_lab,60,11,71,13,71,13
length_stress_120,2,en,standard,25,unrecorded_lab,59,11,70,13,71,13
length_stress_120,2,en,standard,26,scoring,4244,11,4255,204,4410,203
length_stress_120,2,en,standard,27,lesson,3863,11,3874,767,3882,777
length_stress_120,2,en,long,1,patient,721,11,732,126,824,127
length_stress_120,2,en,long,2,patient,853,19,872,123,965,123
length_stress_120,2,en,long,3,patient,981,27,1008,125,1101,126
length_stress_120,2,en,long,4,patient,1111,35,1146,125,1240,126
length_stress_120,2,en,long,5,patient,1243,43,1286,124,1381,124
length_stress_120,2,en,long,6,patient,1374,51,1425,120,1520,120
length_stress_120,2,en,long,7,patient,1499,59,1558,123,1653,123
length_stress_120,2,en,long,8,patient,1490,59,1549,120,1643,120
length_stress_120,2,en,long,9,patient,1486,59,1545,123,1639,122
length_stress_120,2,en,long,10,patient,1485,59,1544,123,1636,122
length_stress_120,2,en,long,11,patient,1483,59,1542,123,1632,123
length_stress_120,2,en,long,12,patient,1479,59,1538,120,1628,120
length_stress_120,2,en,long,13,patient,1480,59,1539,123,1629,123
length_stress_120,2,en,long,14,patient,1480,59,1539,123,1629,123
length_stress_120,2,en,long,15,patient,1481,59,1540,126,1630,127
length_stress_120,2,en,long,16,patient,1485,59,1544,126,1636,127
length_stress_120,2,en,long,17,patient,1487,59,1546,120,1640,120
length_stress_120,2,en,long,18,patient,1484,59,1543,123,1637,123
length_stress_120,2,en,long,19,patient,1487,59,1546,120,1640,120
length_stress_120,2,en,long,20,patient,1482,59,1541,126,1635,127
length_stress_120,2,en,long,21,patient,1485,59,1544,125,1639,126
length_stress_120,2,en,long,22,patient,1485,59,1544,125,1639,126
length_stress_120,2,en,long,23,patient,1484,59,1543,126,1638,127
length_stress_120,2,en,long,24,patient,1492,59,1551,123,1647,122
length_stress_120,2,en,long,25,patient,1494,59,1553,126,1648,127
length_stress_120,2,en,long,26,patient,1501,59,1560,123,1656,123
length_stress_120,2,en,long,27,patient,1497,59,1556,120,1651,120
length_stress_120,2,en,long,28,patient,1492,59,1551,120,1645,120
length_stress_120,2,en,long,29,patient,1485,59,1544,123,1637,123
length_stress_120,2,en,long,30,patient,1482,59,1541,126,1633,127
length_stress_120,2,en,long,31,patient,1485,59,1544,123,1638,122
length_stress_120,2,en,long,32,patient,1482,59,1541,123,1633,122
length_stress_120,2,en,long,33,patient,1484,59,1543,126,1634,127
length_stress_120,2,en,long,34,patient,1493,59,1552,124,1644,124
length_stress_120,2,en,long,35,patient,1501,59,1560,126,1652,127
length_stress_120,2,en,long,36,patient,1506,59,1565,125,1658,126
length_stress_120,2,en,long,37,patient,1507,59,1566,120,1659,120
length_stress_120,2,en,long,38,patient,1504,59,1563,123,1657,122
length_stress_120,2,en,long,39,patient,1505,59,1564,126,1658,127
length_stress_120,2,en,long,40,patient,1503,59,1562,123,1656,123
length_stress_120,2,en,long,41,exam,1116,59,1175,33,1180,34
length_stress_120,2,en,long,42,exam,1039,59,1098,27,1103,28
length_stress_120,2,en,long,43,exam,918,59,977,18,982,20
length_stress_120,2,en,long,44,exam,832,59,891,25,898,26
length_stress_120,2,en,long,45,exam,992,43,1035,14,1128,15
length_stress_120,2,en,long,46,unrecorded_lab,60,11,71,13,71,13
length_stress_120,2,en,long,47,unrecorded_lab,59,11,70,13,71,13
length_stress_120,2,en,long,48,unrecorded_lab,60,11,71,13,71,13
length_stress_120,2,en,long,49,unrecorded_lab,60,11,71,13,71,13
length_stress_120,2,en,long,50,scoring,7094,11,7105,204,7263,203
length_stress_120,2,en,long,51,lesson,6676,11,6687,767,6700,777
length_stress_120,3,fa,short,1,patient,1037,11,1048,122,2085,333
length_stress_120,3,fa,short,2,patient,1165,19,1184,127,2444,349
length_stress_120,3,fa,short,3,patient,1297,27,1324,121,2812,333
length_stress_120,3,fa,short,4,patient,1424,35,1459,129,3162,353
length_stress_120,3,fa,short,5,patient,1561,43,1604,128,3540,347
length_stress_120,3,fa,short,6,patient,1696,51,1747,128,3913,347
length_stress_120,3,fa,short,7,patient,1828,59,1887,121,4277,328
length_stress_120,3,fa,short,8,patient,1816,59,1875,122,4243,340
length_stress_120,3,fa,short,9,patient,1812,59,1871,122,4233,340
length_stress_120,3,fa,short,10,patient,1815,59,1874,122,4244,340
length_stress_120,3,fa,short,11,exam,1269,59,1328,38,3167,46
length_stress_120,3,fa,short,12,exam,1211,59,1270,45,2919,89
length_stress_120,3,fa,short,13,scoring,2974,11,2985,314,5714,566
length_stress_120,3,fa,short,14,lesson,2899,11,2910,1472,6105,2846
length_stress_120,3,fa,standard,1,patient,1037,11,1048,122,2085,333
length_stress_120,3,fa,standard,2,patient,1165,19,1184,127,2444,349
length_stress_120,3,fa,standard,3,patient,1297,27,1324,121,2812,333
length_stress_120,3,fa,standard,4,patient,1424,35,1459,129,3162,353
length_stress_120,3,fa,standard,5,patient,1561,43,1604,128,3540,347
length_stress_120,3,fa,standard,6,patient,1696,51,1747,128,3913,347
length_stress_120,3,fa,standard,7,patient,1828,59,1887,121,4277,328
length_stress_120,3,fa,standard,8,patient,1816,59,1875,122,4243,340
length_stress_120,3,fa,standard,9,patient,1812,59,1871,122,4233,340
length_stress_120,3,fa,standard,10,patient,1815,59,1874,122,4244,340
length_stress_120,3,fa,standard,11,patient,1810,59,1869,128,4247,347
length_stress_120,3,fa,standard,12,patient,1809,59,1868,128,4242,347
length_stress_120,3,fa,standard,13,patient,1808,59,1867,121,4236,328
length_stress_120,3,fa,standard,14,patient,1809,59,1868,121,4239,328
length_stress_120,3,fa,standard,15,patient,1810,59,1869,120,4228,319
length_stress_120,3,fa,standard,16,patient,1808,59,1867,120,4204,319
length_stress_120,3,fa,standard,17,patient,1807,59,1866,128,4187,347
length_stress_120,3,fa,standard,18,patient,1806,59,1865,121,4178,328
length_stress_120,3,fa,standard,19,patient,1797,59,1856,128,4162,347
length_stress_120,3,fa,standard,20,patient,1810,59,1869,120,4198,319
length_stress_120,3,fa,standard,21,exam,1271,59,1330,38,3122,46
length_stress_120,3,fa,standard,22,exam,1219,59,1278,45,2900,89
length_stress_120,3,fa,standard,23,exam,1108,59,1167,26,2602,53
length_stress_120,3,fa,standard,24,unrecorded_lab,92,11,103,24,219,55
length_stress_120,3,fa,standard,25,unrecorded_lab,91,11,102,24,219,55
length_stress_120,3,fa,standard,26,scoring,4424,11,4435,314,9389,566
length_stress_120,3,fa,standard,27,lesson,4324,11,4335,1472,9764,2846
length_stress_120,3,fa,long,1,patient,1037,11,1048,122,2085,333
length_stress_120,3,fa,long,2,patient,1165,19,1184,127,2444,349
length_stress_120,3,fa,long,3,patient,1297,27,1324,121,2812,333
length_stress_120,3,fa,long,4,patient,1424,35,1459,129,3162,353
length_stress_120,3,fa,long,5,patient,1561,43,1604,128,3540,347
length_stress_120,3,fa,long,6,patient,1696,51,1747,128,3913,347
length_stress_120,3,fa,long,7,patient,1828,59,1887,121,4277,328
length_stress_120,3,fa,long,8,patient,1816,59,1875,122,4243,340
length_stress_120,3,fa,long,9,patient,1812,59,1871,122,4233,340
length_stress_120,3,fa,long,10,patient,1815,59,1874,122,4244,340
length_stress_120,3,fa,long,11,patient,1810,59,1869,128,4247,347
length_stress_120,3,fa,long,12,patient,1809,59,1868,128,4242,347
length_stress_120,3,fa,long,13,patient,1808,59,1867,121,4236,328
length_stress_120,3,fa,long,14,patient,1809,59,1868,121,4239,328
length_stress_120,3,fa,long,15,patient,1810,59,1869,120,4228,319
length_stress_120,3,fa,long,16,patient,1808,59,1867,120,4204,319
length_stress_120,3,fa,long,17,patient,1807,59,1866,128,4187,347
length_stress_120,3,fa,long,18,patient,1806,59,1865,121,4178,328
length_stress_120,3,fa,long,19,patient,1797,59,1856,128,4162,347
length_stress_120,3,fa,long,20,patient,1810,59,1869,120,4198,319
length_stress_120,3,fa,long,21,patient,1811,59,1870,120,4192,319
length_stress_120,3,fa,long,22,patient,1810,59,1869,120,4194,319
length_stress_120,3,fa,long,23,patient,1811,59,1870,128,4197,347
length_stress_120,3,fa,long,24,patient,1813,59,1872,122,4204,340
length_stress_120,3,fa,long,25,patient,1816,59,1875,120,4221,319
length_stress_120,3,fa,long,26,patient,1812,59,1871,128,4201,347
length_stress_120,3,fa,long,27,patient,1813,59,1872,128,4213,347
length_stress_120,3,fa,long,28,patient,1821,59,1880,128,4241,347
length_stress_120,3,fa,long,29,patient,1826,59,1885,120,4263,319
length_stress_120,3,fa,long,30,patient,1817,59,1876,120,4232,319
length_stress_120,3,fa,long,31,patient,1815,59,1874,121,4208,328
length_stress_120,3,fa,long,32,patient,1818,59,1877,122,4219,340
length_stress_120,3,fa,long,33,patient,1814,59,1873,120,4209,319
length_stress_120,3,fa,long,34,patient,1810,59,1869,128,4185,347
length_stress_120,3,fa,long,35,patient,1811,59,1870,120,4190,319
length_stress_120,3,fa,long,36,patient,1817,59,1876,120,4202,319
length_stress_120,3,fa,long,37,patient,1824,59,1883,122,4217,340
length_stress_120,3,fa,long,38,patient,1831,59,1890,122,4235,340
length_stress_120,3,fa,long,39,patient,1833,59,1892,120,4239,319
length_stress_120,3,fa,long,40,patient,1831,59,1890,127,4235,347
length_stress_120,3,fa,long,41,exam,1288,59,1347,38,3163,46
length_stress_120,3,fa,long,42,exam,1238,59,1297,45,2940,89
length_stress_120,3,fa,long,43,exam,1122,59,1181,26,2629,53
length_stress_120,3,fa,long,44,exam,1046,59,1105,37,2379,80
length_stress_120,3,fa,long,45,exam,1320,43,1363,20,2844,39
length_stress_120,3,fa,long,46,unrecorded_lab,92,11,103,24,219,55
length_stress_120,3,fa,long,47,unrecorded_lab,91,11,102,24,219,55
length_stress_120,3,fa,long,48,unrecorded_lab,92,11,103,24,219,55
length_stress_120,3,fa,long,49,unrecorded_lab,92,11,103,24,219,55
length_stress_120,3,fa,long,50,scoring,7338,11,7349,314,16798,566
length_stress_120,3,fa,long,51,lesson,7182,11,7193,1472,17139,2846
length_stress_120,3,en,short,1,patient,637,11,648,126,710,127
length_stress_120,3,en,short,2,patient,769,19,788,125,851,125
length_stress_120,3,en,short,3,patient,899,27,926,121,989,121
length_stress_120,3,en,short,4,patient,1025,35,1060,123,1123,123
length_stress_120,3,en,short,5,patient,1155,43,1198,120,1261,120
length_stress_120,3,en,short,6,patient,1282,51,1333,120,1396,120
length_stress_120,3,en,short,7,patient,1407,59,1466,126,1529,126
length_stress_120,3,en,short,8,patient,1401,59,1460,120,1522,120
length_stress_120,3,en,short,9,patient,1395,59,1454,120,1516,120
length_stress_120,3,en,short,10,patient,1395,59,1454,120,1516,120
length_stress_120,3,en,short,11,exam,1096,59,1155,33,1157,34
length_stress_120,3,en,short,12,exam,1027,59,1086,30,1089,31
length_stress_120,3,en,short,13,scoring,2821,11,2832,248,2995,247
length_stress_120,3,en,short,14,lesson,2497,11,2508,922,2515,929
length_stress_120,3,en,standard,1,patient,637,11,648,126,710,127
length_stress_120,3,en,standard,2,patient,769,19,788,125,851,125
length_stress_120,3,en,standard,3,patient,899,27,926,121,989,121
length_stress_120,3,en,standard,4,patient,1025,35,1060,123,1123,123
length_stress_120,3,en,standard,5,patient,1155,43,1198,120,1261,120
length_stress_120,3,en,standard,6,patient,1282,51,1333,120,1396,120
length_stress_120,3,en,standard,7,patient,1407,59,1466,126,1529,126
length_stress_120,3,en,standard,8,patient,1401,59,1460,120,1522,120
length_stress_120,3,en,standard,9,patient,1395,59,1454,120,1516,120
length_stress_120,3,en,standard,10,patient,1395,59,1454,120,1516,120
length_stress_120,3,en,standard,11,patient,1392,59,1451,120,1513,120
length_stress_120,3,en,standard,12,patient,1389,59,1448,120,1510,120
length_stress_120,3,en,standard,13,patient,1390,59,1449,126,1511,126
length_stress_120,3,en,standard,14,patient,1390,59,1449,126,1511,126
length_stress_120,3,en,standard,15,patient,1394,59,1453,126,1515,127
length_stress_120,3,en,standard,16,patient,1401,59,1460,126,1523,127
length_stress_120,3,en,standard,17,patient,1406,59,1465,120,1529,120
length_stress_120,3,en,standard,18,patient,1406,59,1465,126,1529,126
length_stress_120,3,en,standard,19,patient,1412,59,1471,120,1535,120
length_stress_120,3,en,standard,20,patient,1404,59,1463,126,1527,127
length_stress_120,3,en,standard,21,exam,1108,59,1167,33,1172,34
length_stress_120,3,en,standard,22,exam,1034,59,1093,30,1098,31
length_stress_120,3,en,standard,23,exam,916,59,975,13,980,14
length_stress_120,3,en,standard,24,unrecorded_lab,60,11,71,13,71,13
length_stress_120,3,en,standard,25,unrecorded_lab,59,11,70,13,71,13
length_stress_120,3,en,standard,26,scoring,4229,11,4240,248,4406,247
length_stress_120,3,en,standard,27,lesson,3890,11,3901,922,3910,929
length_stress_120,3,en,long,1,patient,637,11,648,126,710,127
length_stress_120,3,en,long,2,patient,769,19,788,125,851,125
length_stress_120,3,en,long,3,patient,899,27,926,121,989,121
length_stress_120,3,en,long,4,patient,1025,35,1060,123,1123,123
length_stress_120,3,en,long,5,patient,1155,43,1198,120,1261,120
length_stress_120,3,en,long,6,patient,1282,51,1333,120,1396,120
length_stress_120,3,en,long,7,patient,1407,59,1466,126,1529,126
length_stress_120,3,en,long,8,patient,1401,59,1460,120,1522,120
length_stress_120,3,en,long,9,patient,1395,59,1454,120,1516,120
length_stress_120,3,en,long,10,patient,1395,59,1454,120,1516,120
length_stress_120,3,en,long,11,patient,1392,59,1451,120,1513,120
length_stress_120,3,en,long,12,patient,1389,59,1448,120,1510,120
length_stress_120,3,en,long,13,patient,1390,59,1449,126,1511,126
length_stress_120,3,en,long,14,patient,1390,59,1449,126,1511,126
length_stress_120,3,en,long,15,patient,1394,59,1453,126,1515,127
length_stress_120,3,en,long,16,patient,1401,59,1460,126,1523,127
length_stress_120,3,en,long,17,patient,1406,59,1465,120,1529,120
length_stress_120,3,en,long,18,patient,1406,59,1465,126,1529,126
length_stress_120,3,en,long,19,patient,1412,59,1471,120,1535,120
length_stress_120,3,en,long,20,patient,1404,59,1463,126,1527,127
length_stress_120,3,en,long,21,patient,1404,59,1463,121,1528,121
length_stress_120,3,en,long,22,patient,1400,59,1459,121,1523,121
length_stress_120,3,en,long,23,patient,1395,59,1454,126,1517,127
length_stress_120,3,en,long,24,patient,1403,59,1462,120,1526,120
length_stress_120,3,en,long,25,patient,1399,59,1458,126,1522,127
length_stress_120,3,en,long,26,patient,1406,59,1465,120,1530,120
length_stress_120,3,en,long,27,patient,1399,59,1458,120,1522,120
length_stress_120,3,en,long,28,patient,1398,59,1457,120,1521,120
length_stress_120,3,en,long,29,patient,1395,59,1454,126,1518,126
length_stress_120,3,en,long,30,patient,1395,59,1454,126,1517,127
length_stress_120,3,en,long,31,patient,1401,59,1460,120,1524,120
length_stress_120,3,en,long,32,patient,1395,59,1454,120,1517,120
length_stress_120,3,en,long,33,patient,1397,59,1456,126,1519,127
length_stress_120,3,en,long,34,patient,1406,59,1465,120,1529,120
length_stress_120,3,en,long,35,patient,1410,59,1469,126,1533,127
length_stress_120,3,en,long,36,patient,1412,59,1471,121,1536,121
length_stress_120,3,en,long,37,patient,1409,59,1468,120,1532,120
length_stress_120,3,en,long,38,patient,1409,59,1468,120,1532,120
length_stress_120,3,en,long,39,patient,1410,59,1469,126,1533,127
length_stress_120,3,en,long,40,patient,1408,59,1467,123,1531,123
length_stress_120,3,en,long,41,exam,1112,59,1171,33,1175,34
length_stress_120,3,en,long,42,exam,1035,59,1094,30,1098,31
length_stress_120,3,en,long,43,exam,921,59,980,13,985,14
length_stress_120,3,en,long,44,exam,830,59,889,25,895,26
length_stress_120,3,en,long,45,exam,908,43,951,14,1014,15
length_stress_120,3,en,long,46,unrecorded_lab,60,11,71,13,71,13
length_stress_120,3,en,long,47,unrecorded_lab,59,11,70,13,71,13
length_stress_120,3,en,long,48,unrecorded_lab,60,11,71,13,71,13
length_stress_120,3,en,long,49,unrecorded_lab,60,11,71,13,71,13
length_stress_120,3,en,long,50,scoring,7055,11,7066,248,7239,247
length_stress_120,3,en,long,51,lesson,6679,11,6690,922,6708,929
